driverID,carPlateNumber,isOverspeed,Speed,speed_time
likun1000003,华AVM936,,94,2017-01-01T08:00:40.000
panxian1000005,华AX542C,,118,2017-01-01T08:00:40.000
hanhui1000002,华AZI419,,132,2017-01-01T08:00:40.000
duxu1000009,华AT75H8,,61,2017-01-01T08:00:40.000
hanhui1000002,华AZI419,,120,2017-01-01T08:00:43.000
zouan1000007,华A58M83,,120,2017-01-01T08:00:45.000
zouan1000007,华A58M83,,110,2017-01-01T08:00:50.000
haowei1000008,华A709GB,,112,2017-01-01T08:00:50.000
zengpeng1000000,华AZQ110,,75,2017-01-01T08:00:50.000
xiexiao1000001,华AEB132,,103,2017-01-01T08:00:50.000
shenxian1000004,华ADJ750,,60,2017-01-01T08:00:50.000
likun1000003,华AVM936,,118,2017-01-01T08:00:50.000
panxian1000005,华AX542C,,62,2017-01-01T08:00:50.000
hanhui1000002,华AZI419,,82,2017-01-01T08:00:50.000
duxu1000009,华AT75H8,,84,2017-01-01T08:00:50.000
panxian1000005,华AX542C,,103,2017-01-01T08:00:55.000
zouan1000007,华A58M83,,79,2017-01-01T08:01:00.000
haowei1000008,华A709GB,,101,2017-01-01T08:01:00.000
zengpeng1000000,华AZQ110,,106,2017-01-01T08:01:00.000
xiexiao1000001,华AEB132,,104,2017-01-01T08:01:00.000
shenxian1000004,华ADJ750,,113,2017-01-01T08:01:00.000
likun1000003,华AVM936,,78,2017-01-01T08:01:00.000
panxian1000005,华AX542C,,112,2017-01-01T08:01:00.000
hanhui1000002,华AZI419,,66,2017-01-01T08:01:00.000
duxu1000009,华AT75H8,,97,2017-01-01T08:01:00.000
zouan1000007,华A58M83,1,139,2017-01-01T08:01:03.000
shenxian1000004,华ADJ750,,95,2017-01-01T08:01:04.000
hanhui1000002,华AZI419,,66,2017-01-01T08:01:05.000
hanhui1000002,华AZI419,,119,2017-01-01T08:01:06.000
zouan1000007,华A58M83,,120,2017-01-01T08:01:07.000
zouan1000007,华A58M83,,98,2017-01-01T08:01:10.000
haowei1000008,华A709GB,,61,2017-01-01T08:01:10.000
zengpeng1000000,华AZQ110,,108,2017-01-01T08:01:10.000
xiexiao1000001,华AEB132,,96,2017-01-01T08:01:10.000
shenxian1000004,华ADJ750,,114,2017-01-01T08:01:10.000
likun1000003,华AVM936,,108,2017-01-01T08:01:10.000
panxian1000005,华AX542C,,119,2017-01-01T08:01:10.000
hanhui1000002,华AZI419,,91,2017-01-01T08:01:10.000
duxu1000009,华AT75H8,,117,2017-01-01T08:01:10.000
shenxian1000004,华ADJ750,1,129,2017-01-01T08:01:18.000
duxu1000009,华AT75H8,1,128,2017-01-01T08:01:19.000
zouan1000007,华A58M83,,93,2017-01-01T08:01:20.000
haowei1000008,华A709GB,,105,2017-01-01T08:01:20.000
zengpeng1000000,华AZQ110,,90,2017-01-01T08:01:20.000
xiexiao1000001,华AEB132,,64,2017-01-01T08:01:20.000
shenxian1000004,华ADJ750,,129,2017-01-01T08:01:20.000
likun1000003,华AVM936,,116,2017-01-01T08:01:20.000
panxian1000005,华AX542C,,117,2017-01-01T08:01:20.000
hanhui1000002,华AZI419,,87,2017-01-01T08:01:20.000
duxu1000009,华AT75H8,,147,2017-01-01T08:01:20.000
duxu1000009,华AT75H8,,120,2017-01-01T08:01:21.000
duxu1000009,华AT75H8,1,125,2017-01-01T08:01:29.000
zouan1000007,华A58M83,,104,2017-01-01T08:01:30.000
haowei1000008,华A709GB,,61,2017-01-01T08:01:30.000
zengpeng1000000,华AZQ110,,96,2017-01-01T08:01:30.000
xiexiao1000001,华AEB132,,90,2017-01-01T08:01:30.000
shenxian1000004,华ADJ750,,120,2017-01-01T08:01:30.000
likun1000003,华AVM936,,77,2017-01-01T08:01:30.000
panxian1000005,华AX542C,,69,2017-01-01T08:01:30.000
hanhui1000002,华AZI419,,82,2017-01-01T08:01:30.000
duxu1000009,华AT75H8,,134,2017-01-01T08:01:30.000
duxu1000009,华AT75H8,,120,2017-01-01T08:01:33.000
zouan1000007,华A58M83,,78,2017-01-01T08:01:40.000
haowei1000008,华A709GB,,76,2017-01-01T08:01:40.000
zengpeng1000000,华AZQ110,,100,2017-01-01T08:01:40.000
zengpeng1000000,华AZQ110,,86,2017-01-01T08:01:40.000
xiexiao1000001,华AEB132,,94,2017-01-01T08:01:40.000
shenxian1000004,华ADJ750,,126,2017-01-01T08:01:40.000
likun1000003,华AVM936,,116,2017-01-01T08:01:40.000
panxian1000005,华AX542C,,74,2017-01-01T08:01:40.000
hanhui1000002,华AZI419,,117,2017-01-01T08:01:40.000
duxu1000009,华AT75H8,,107,2017-01-01T08:01:40.000
shenxian1000004,华ADJ750,,120,2017-01-01T08:01:41.000
zouan1000007,华A58M83,,62,2017-01-01T08:01:50.000
haowei1000008,华A709GB,,112,2017-01-01T08:01:50.000
zengpeng1000000,华AZQ110,,106,2017-01-01T08:01:50.000
xiexiao1000001,华AEB132,,77,2017-01-01T08:01:50.000
xiexiao1000001,华AEB132,1,149,2017-01-01T08:01:50.000
shenxian1000004,华ADJ750,,94,2017-01-01T08:01:50.000
likun1000003,华AVM936,,84,2017-01-01T08:01:50.000
panxian1000005,华AX542C,,71,2017-01-01T08:01:50.000
hanhui1000002,华AZI419,,103,2017-01-01T08:01:50.000
duxu1000009,华AT75H8,,67,2017-01-01T08:01:50.000
hanhui1000002,华AZI419,1,130,2017-01-01T08:01:54.000
zouan1000007,华A58M83,,100,2017-01-01T08:02:00.000
haowei1000008,华A709GB,,64,2017-01-01T08:02:00.000
zengpeng1000000,华AZQ110,,88,2017-01-01T08:02:00.000
xiexiao1000001,华AEB132,,136,2017-01-01T08:02:00.000
xiexiao1000001,华AEB132,,120,2017-01-01T08:02:00.000
shenxian1000004,华ADJ750,,114,2017-01-01T08:02:00.000
likun1000003,华AVM936,,65,2017-01-01T08:02:00.000
panxian1000005,华AX542C,,82,2017-01-01T08:02:00.000
hanhui1000002,华AZI419,,130,2017-01-01T08:02:00.000
duxu1000009,华AT75H8,,71,2017-01-01T08:02:00.000
hanhui1000002,华AZI419,,120,2017-01-01T08:02:04.000
zengpeng1000000,华AZQ110,,89,2017-01-01T08:02:05.000
shenxian1000004,华ADJ750,1,133,2017-01-01T08:02:05.000
likun1000003,华AVM936,1,122,2017-01-01T08:02:05.000
likun1000003,华AVM936,,120,2017-01-01T08:02:05.000
zengpeng1000000,华AZQ110,,85,2017-01-01T08:02:06.000
zengpeng1000000,华AZQ110,1,149,2017-01-01T08:02:07.000
zouan1000007,华A58M83,,82,2017-01-01T08:02:10.000
haowei1000008,华A709GB,,97,2017-01-01T08:02:10.000
zengpeng1000000,华AZQ110,,135,2017-01-01T08:02:10.000
xiexiao1000001,华AEB132,,94,2017-01-01T08:02:10.000
shenxian1000004,华ADJ750,,148,2017-01-01T08:02:10.000
likun1000003,华AVM936,,101,2017-01-01T08:02:10.000
panxian1000005,华AX542C,,63,2017-01-01T08:02:10.000
hanhui1000002,华AZI419,,97,2017-01-01T08:02:10.000
duxu1000009,华AT75H8,,90,2017-01-01T08:02:10.000
duxu1000009,华AT75H8,,93,2017-01-01T08:02:17.000
zouan1000007,华A58M83,,66,2017-01-01T08:02:20.000
haowei1000008,华A709GB,,68,2017-01-01T08:02:20.000
zengpeng1000000,华AZQ110,,143,2017-01-01T08:02:20.000
xiexiao1000001,华AEB132,,83,2017-01-01T08:02:20.000
shenxian1000004,华ADJ750,,136,2017-01-01T08:02:20.000
likun1000003,华AVM936,,87,2017-01-01T08:02:20.000
panxian1000005,华AX542C,,100,2017-01-01T08:02:20.000
hanhui1000002,华AZI419,,62,2017-01-01T08:02:20.000
duxu1000009,华AT75H8,,108,2017-01-01T08:02:20.000
zengpeng1000000,华AZQ110,,132,2017-01-01T08:02:24.000
shenxian1000004,华ADJ750,,120,2017-01-01T08:02:25.000
zengpeng1000000,华AZQ110,,120,2017-01-01T08:02:28.000
zengpeng1000000,华AZQ110,,66,2017-01-01T08:02:29.000
zouan1000007,华A58M83,,115,2017-01-01T08:02:30.000
haowei1000008,华A709GB,,94,2017-01-01T08:02:30.000
zengpeng1000000,华AZQ110,,94,2017-01-01T08:02:30.000
xiexiao1000001,华AEB132,,109,2017-01-01T08:02:30.000
shenxian1000004,华ADJ750,,78,2017-01-01T08:02:30.000
likun1000003,华AVM936,,88,2017-01-01T08:02:30.000
panxian1000005,华AX542C,,70,2017-01-01T08:02:30.000
hanhui1000002,华AZI419,,115,2017-01-01T08:02:30.000
duxu1000009,华AT75H8,,67,2017-01-01T08:02:30.000
panxian1000005,华AX542C,1,143,2017-01-01T08:02:32.000
panxian1000005,华AX542C,,120,2017-01-01T08:02:32.000
zouan1000007,华A58M83,,108,2017-01-01T08:02:40.000
haowei1000008,华A709GB,,115,2017-01-01T08:02:40.000
zengpeng1000000,华AZQ110,,108,2017-01-01T08:02:40.000
xiexiao1000001,华AEB132,,115,2017-01-01T08:02:40.000
shenxian1000004,华ADJ750,,68,2017-01-01T08:02:40.000
likun1000003,华AVM936,,111,2017-01-01T08:02:40.000
panxian1000005,华AX542C,,81,2017-01-01T08:02:40.000
hanhui1000002,华AZI419,,88,2017-01-01T08:02:40.000
duxu1000009,华AT75H8,,67,2017-01-01T08:02:40.000
zouan1000007,华A58M83,,108,2017-01-01T08:02:50.000
haowei1000008,华A709GB,,81,2017-01-01T08:02:50.000
zengpeng1000000,华AZQ110,,92,2017-01-01T08:02:50.000
xiexiao1000001,华AEB132,,96,2017-01-01T08:02:50.000
shenxian1000004,华ADJ750,,67,2017-01-01T08:02:50.000
likun1000003,华AVM936,,76,2017-01-01T08:02:50.000
panxian1000005,华AX542C,,75,2017-01-01T08:02:50.000
hanhui1000002,华AZI419,,61,2017-01-01T08:02:50.000
duxu1000009,华AT75H8,,95,2017-01-01T08:02:50.000
hanhui1000002,华AZI419,,114,2017-01-01T08:02:53.000
zouan1000007,华A58M83,,78,2017-01-01T08:03:00.000
haowei1000008,华A709GB,,114,2017-01-01T08:03:00.000
zengpeng1000000,华AZQ110,,61,2017-01-01T08:03:00.000
xiexiao1000001,华AEB132,,113,2017-01-01T08:03:00.000
shenxian1000004,华ADJ750,,112,2017-01-01T08:03:00.000
likun1000003,华AVM936,,95,2017-01-01T08:03:00.000
panxian1000005,华AX542C,,115,2017-01-01T08:03:00.000
hanhui1000002,华AZI419,,107,2017-01-01T08:03:00.000
duxu1000009,华AT75H8,,86,2017-01-01T08:03:00.000
zengpeng1000000,华AZQ110,1,144,2017-01-01T08:03:02.000
zengpeng1000000,华AZQ110,,120,2017-01-01T08:03:03.000
zengpeng1000000,华AZQ110,,76,2017-01-01T08:03:07.000
duxu1000009,华AT75H8,,99,2017-01-01T08:03:08.000
zouan1000007,华A58M83,,79,2017-01-01T08:03:10.000
haowei1000008,华A709GB,,83,2017-01-01T08:03:10.000
zengpeng1000000,华AZQ110,,83,2017-01-01T08:03:10.000
xiexiao1000001,华AEB132,,66,2017-01-01T08:03:10.000
shenxian1000004,华ADJ750,,77,2017-01-01T08:03:10.000
likun1000003,华AVM936,,111,2017-01-01T08:03:10.000
panxian1000005,华AX542C,,113,2017-01-01T08:03:10.000
hanhui1000002,华AZI419,,93,2017-01-01T08:03:10.000
duxu1000009,华AT75H8,,70,2017-01-01T08:03:10.000
hanhui1000002,华AZI419,1,122,2017-01-01T08:03:12.000
hanhui1000002,华AZI419,,120,2017-01-01T08:03:12.000
hanhui1000002,华AZI419,,106,2017-01-01T08:03:14.000
haowei1000008,华A709GB,,102,2017-01-01T08:03:17.000
likun1000003,华AVM936,,87,2017-01-01T08:03:17.000
zouan1000007,华A58M83,,100,2017-01-01T08:03:20.000
haowei1000008,华A709GB,,91,2017-01-01T08:03:20.000
zengpeng1000000,华AZQ110,,80,2017-01-01T08:03:20.000
xiexiao1000001,华AEB132,,68,2017-01-01T08:03:20.000
shenxian1000004,华ADJ750,,82,2017-01-01T08:03:20.000
likun1000003,华AVM936,,71,2017-01-01T08:03:20.000
panxian1000005,华AX542C,,81,2017-01-01T08:03:20.000
hanhui1000002,华AZI419,,84,2017-01-01T08:03:20.000
duxu1000009,华AT75H8,,117,2017-01-01T08:03:20.000
haowei1000008,华A709GB,1,142,2017-01-01T08:03:22.000
duxu1000009,华AT75H8,1,130,2017-01-01T08:03:26.000
haowei1000008,华A709GB,,120,2017-01-01T08:03:27.000
zouan1000007,华A58M83,,101,2017-01-01T08:03:30.000
haowei1000008,华A709GB,,95,2017-01-01T08:03:30.000
zengpeng1000000,华AZQ110,,105,2017-01-01T08:03:30.000
xiexiao1000001,华AEB132,,93,2017-01-01T08:03:30.000
shenxian1000004,华ADJ750,,108,2017-01-01T08:03:30.000
likun1000003,华AVM936,,112,2017-01-01T08:03:30.000
panxian1000005,华AX542C,,109,2017-01-01T08:03:30.000
hanhui1000002,华AZI419,,96,2017-01-01T08:03:30.000
duxu1000009,华AT75H8,,147,2017-01-01T08:03:30.000
panxian1000005,华AX542C,,89,2017-01-01T08:03:31.000
hanhui1000002,华AZI419,,7,2017-01-01T08:03:37.000
zouan1000007,华A58M83,,109,2017-01-01T08:03:40.000
haowei1000008,华A709GB,,80,2017-01-01T08:03:40.000
zengpeng1000000,华AZQ110,,73,2017-01-01T08:03:40.000
xiexiao1000001,华AEB132,,84,2017-01-01T08:03:40.000
shenxian1000004,华ADJ750,,99,2017-01-01T08:03:40.000
likun1000003,华AVM936,,119,2017-01-01T08:03:40.000
panxian1000005,华AX542C,,76,2017-01-01T08:03:40.000
hanhui1000002,华AZI419,,0,2017-01-01T08:03:40.000
duxu1000009,华AT75H8,,120,2017-01-01T08:03:40.000
hanhui1000002,华AZI419,,7,2017-01-01T08:03:43.000
likun1000003,华AVM936,,83,2017-01-01T08:03:44.000
zouan1000007,华A58M83,,106,2017-01-01T08:03:50.000
haowei1000008,华A709GB,,112,2017-01-01T08:03:50.000
zengpeng1000000,华AZQ110,,105,2017-01-01T08:03:50.000
xiexiao1000001,华AEB132,,117,2017-01-01T08:03:50.000
shenxian1000004,华ADJ750,,83,2017-01-01T08:03:50.000
likun1000003,华AVM936,,88,2017-01-01T08:03:50.000
panxian1000005,华AX542C,,111,2017-01-01T08:03:50.000
panxian1000005,华AX542C,,104,2017-01-01T08:03:50.000
hanhui1000002,华AZI419,,80,2017-01-01T08:03:50.000
duxu1000009,华AT75H8,,137,2017-01-01T08:03:50.000
panxian1000005,华AX542C,,62,2017-01-01T08:03:51.000
duxu1000009,华AT75H8,,120,2017-01-01T08:03:56.000
hanhui1000002,华AZI419,,116,2017-01-01T08:03:57.000
zouan1000007,华A58M83,,82,2017-01-01T08:04:00.000
haowei1000008,华A709GB,,85,2017-01-01T08:04:00.000
zengpeng1000000,华AZQ110,,88,2017-01-01T08:04:00.000
xiexiao1000001,华AEB132,,91,2017-01-01T08:04:00.000
shenxian1000004,华ADJ750,,117,2017-01-01T08:04:00.000
likun1000003,华AVM936,,116,2017-01-01T08:04:00.000
panxian1000005,华AX542C,,103,2017-01-01T08:04:00.000
hanhui1000002,华AZI419,,118,2017-01-01T08:04:00.000
duxu1000009,华AT75H8,,77,2017-01-01T08:04:00.000
hanhui1000002,华AZI419,,102,2017-01-01T08:04:03.000
shenxian1000004,华ADJ750,1,127,2017-01-01T08:04:09.000
zouan1000007,华A58M83,,96,2017-01-01T08:04:10.000
haowei1000008,华A709GB,,107,2017-01-01T08:04:10.000
zengpeng1000000,华AZQ110,,66,2017-01-01T08:04:10.000
xiexiao1000001,华AEB132,,96,2017-01-01T08:04:10.000
shenxian1000004,华ADJ750,,148,2017-01-01T08:04:10.000
likun1000003,华AVM936,,79,2017-01-01T08:04:10.000
panxian1000005,华AX542C,,66,2017-01-01T08:04:10.000
hanhui1000002,华AZI419,,72,2017-01-01T08:04:10.000
duxu1000009,华AT75H8,,89,2017-01-01T08:04:10.000
panxian1000005,华AX542C,1,145,2017-01-01T08:04:11.000
shenxian1000004,华ADJ750,,120,2017-01-01T08:04:18.000
zouan1000007,华A58M83,,102,2017-01-01T08:04:20.000
haowei1000008,华A709GB,,94,2017-01-01T08:04:20.000
zengpeng1000000,华AZQ110,,61,2017-01-01T08:04:20.000
xiexiao1000001,华AEB132,,61,2017-01-01T08:04:20.000
shenxian1000004,华ADJ750,,85,2017-01-01T08:04:20.000
likun1000003,华AVM936,,117,2017-01-01T08:04:20.000
panxian1000005,华AX542C,,134,2017-01-01T08:04:20.000
hanhui1000002,华AZI419,,108,2017-01-01T08:04:20.000
duxu1000009,华AT75H8,,103,2017-01-01T08:04:20.000
panxian1000005,华AX542C,,120,2017-01-01T08:04:25.000
likun1000003,华AVM936,,90,2017-01-01T08:04:29.000
zouan1000007,华A58M83,,61,2017-01-01T08:04:30.000
haowei1000008,华A709GB,,84,2017-01-01T08:04:30.000
zengpeng1000000,华AZQ110,,97,2017-01-01T08:04:30.000
xiexiao1000001,华AEB132,,73,2017-01-01T08:04:30.000
shenxian1000004,华ADJ750,,60,2017-01-01T08:04:30.000
likun1000003,华AVM936,,77,2017-01-01T08:04:30.000
panxian1000005,华AX542C,,115,2017-01-01T08:04:30.000
hanhui1000002,华AZI419,,98,2017-01-01T08:04:30.000
duxu1000009,华AT75H8,,70,2017-01-01T08:04:30.000
zouan1000007,华A58M83,,61,2017-01-01T08:04:40.000
haowei1000008,华A709GB,,117,2017-01-01T08:04:40.000
zengpeng1000000,华AZQ110,,75,2017-01-01T08:04:40.000
xiexiao1000001,华AEB132,,115,2017-01-01T08:04:40.000
shenxian1000004,华ADJ750,,93,2017-01-01T08:04:40.000
likun1000003,华AVM936,,112,2017-01-01T08:04:40.000
panxian1000005,华AX542C,,105,2017-01-01T08:04:40.000
hanhui1000002,华AZI419,,85,2017-01-01T08:04:40.000
duxu1000009,华AT75H8,,99,2017-01-01T08:04:40.000
likun1000003,华AVM936,,79,2017-01-01T08:04:49.000
zouan1000007,华A58M83,,74,2017-01-01T08:04:50.000
haowei1000008,华A709GB,,63,2017-01-01T08:04:50.000
zengpeng1000000,华AZQ110,,117,2017-01-01T08:04:50.000
xiexiao1000001,华AEB132,,87,2017-01-01T08:04:50.000
shenxian1000004,华ADJ750,,92,2017-01-01T08:04:50.000
likun1000003,华AVM936,,86,2017-01-01T08:04:50.000
panxian1000005,华AX542C,,114,2017-01-01T08:04:50.000
hanhui1000002,华AZI419,,67,2017-01-01T08:04:50.000
duxu1000009,华AT75H8,,70,2017-01-01T08:04:50.000
zouan1000007,华A58M83,,0,2017-01-01T08:04:52.000
zouan1000007,华A58M83,,6,2017-01-01T08:04:58.000
zouan1000007,华A58M83,,115,2017-01-01T08:05:00.000
haowei1000008,华A709GB,,70,2017-01-01T08:05:00.000
zengpeng1000000,华AZQ110,,78,2017-01-01T08:05:00.000
xiexiao1000001,华AEB132,,84,2017-01-01T08:05:00.000
shenxian1000004,华ADJ750,,68,2017-01-01T08:05:00.000
likun1000003,华AVM936,,95,2017-01-01T08:05:00.000
panxian1000005,华AX542C,,69,2017-01-01T08:05:00.000
hanhui1000002,华AZI419,,113,2017-01-01T08:05:00.000
duxu1000009,华AT75H8,,73,2017-01-01T08:05:00.000
zengpeng1000000,华AZQ110,1,128,2017-01-01T08:05:01.000
zengpeng1000000,华AZQ110,,120,2017-01-01T08:05:03.000
zouan1000007,华A58M83,,94,2017-01-01T08:05:10.000
haowei1000008,华A709GB,,99,2017-01-01T08:05:10.000
zengpeng1000000,华AZQ110,,111,2017-01-01T08:05:10.000
xiexiao1000001,华AEB132,,60,2017-01-01T08:05:10.000
xiexiao1000001,华AEB132,,71,2017-01-01T08:05:10.000
shenxian1000004,华ADJ750,,96,2017-01-01T08:05:10.000
likun1000003,华AVM936,,69,2017-01-01T08:05:10.000
panxian1000005,华AX542C,,103,2017-01-01T08:05:10.000
hanhui1000002,华AZI419,,80,2017-01-01T08:05:10.000
duxu1000009,华AT75H8,,111,2017-01-01T08:05:10.000
haowei1000008,华A709GB,1,139,2017-01-01T08:05:14.000
zouan1000007,华A58M83,,104,2017-01-01T08:05:20.000
haowei1000008,华A709GB,,122,2017-01-01T08:05:20.000
zengpeng1000000,华AZQ110,,63,2017-01-01T08:05:20.000
xiexiao1000001,华AEB132,,83,2017-01-01T08:05:20.000
shenxian1000004,华ADJ750,,68,2017-01-01T08:05:20.000
likun1000003,华AVM936,,80,2017-01-01T08:05:20.000
panxian1000005,华AX542C,,94,2017-01-01T08:05:20.000
hanhui1000002,华AZI419,,97,2017-01-01T08:05:20.000
duxu1000009,华AT75H8,,82,2017-01-01T08:05:20.000
shenxian1000004,华ADJ750,,111,2017-01-01T08:05:21.000
shenxian1000004,华ADJ750,,101,2017-01-01T08:05:29.000
shenxian1000004,华ADJ750,1,133,2017-01-01T08:05:29.000
zouan1000007,华A58M83,,91,2017-01-01T08:05:30.000
haowei1000008,华A709GB,,126,2017-01-01T08:05:30.000
zengpeng1000000,华AZQ110,,106,2017-01-01T08:05:30.000
xiexiao1000001,华AEB132,,74,2017-01-01T08:05:30.000
shenxian1000004,华ADJ750,,137,2017-01-01T08:05:30.000
likun1000003,华AVM936,,117,2017-01-01T08:05:30.000
panxian1000005,华AX542C,,116,2017-01-01T08:05:30.000
hanhui1000002,华AZI419,,90,2017-01-01T08:05:30.000
duxu1000009,华AT75H8,,84,2017-01-01T08:05:30.000
duxu1000009,华AT75H8,,108,2017-01-01T08:05:38.000
zengpeng1000000,华AZQ110,,84,2017-01-01T08:05:39.000
zouan1000007,华A58M83,,67,2017-01-01T08:05:40.000
haowei1000008,华A709GB,,149,2017-01-01T08:05:40.000
zengpeng1000000,华AZQ110,,63,2017-01-01T08:05:40.000
xiexiao1000001,华AEB132,,70,2017-01-01T08:05:40.000
shenxian1000004,华ADJ750,,121,2017-01-01T08:05:40.000
likun1000003,华AVM936,,107,2017-01-01T08:05:40.000
panxian1000005,华AX542C,,114,2017-01-01T08:05:40.000
hanhui1000002,华AZI419,,77,2017-01-01T08:05:40.000
duxu1000009,华AT75H8,,88,2017-01-01T08:05:40.000
duxu1000009,华AT75H8,1,121,2017-01-01T08:05:40.000
zouan1000007,华A58M83,,86,2017-01-01T08:05:50.000
haowei1000008,华A709GB,,128,2017-01-01T08:05:50.000
zengpeng1000000,华AZQ110,,71,2017-01-01T08:05:50.000
xiexiao1000001,华AEB132,,88,2017-01-01T08:05:50.000
shenxian1000004,华ADJ750,,143,2017-01-01T08:05:50.000
likun1000003,华AVM936,,97,2017-01-01T08:05:50.000
panxian1000005,华AX542C,,96,2017-01-01T08:05:50.000
hanhui1000002,华AZI419,,102,2017-01-01T08:05:50.000
duxu1000009,华AT75H8,,129,2017-01-01T08:05:50.000
duxu1000009,华AT75H8,,120,2017-01-01T08:05:51.000
shenxian1000004,华ADJ750,,120,2017-01-01T08:05:55.000
zouan1000007,华A58M83,,106,2017-01-01T08:06:00.000
haowei1000008,华A709GB,,149,2017-01-01T08:06:00.000
zengpeng1000000,华AZQ110,,118,2017-01-01T08:06:00.000
xiexiao1000001,华AEB132,,102,2017-01-01T08:06:00.000
shenxian1000004,华ADJ750,,103,2017-01-01T08:06:00.000
likun1000003,华AVM936,,63,2017-01-01T08:06:00.000
panxian1000005,华AX542C,,68,2017-01-01T08:06:00.000
hanhui1000002,华AZI419,,95,2017-01-01T08:06:00.000
hanhui1000002,华AZI419,,83,2017-01-01T08:06:00.000
duxu1000009,华AT75H8,,92,2017-01-01T08:06:00.000
haowei1000008,华A709GB,,120,2017-01-01T08:06:02.000
likun1000003,华AVM936,1,125,2017-01-01T08:06:02.000
likun1000003,华AVM936,,120,2017-01-01T08:06:03.000
zouan1000007,华A58M83,1,139,2017-01-01T08:06:05.000
zouan1000007,华A58M83,,130,2017-01-01T08:06:10.000
haowei1000008,华A709GB,,76,2017-01-01T08:06:10.000
zengpeng1000000,华AZQ110,,65,2017-01-01T08:06:10.000
xiexiao1000001,华AEB132,,78,2017-01-01T08:06:10.000
shenxian1000004,华ADJ750,,78,2017-01-01T08:06:10.000
likun1000003,华AVM936,,103,2017-01-01T08:06:10.000
panxian1000005,华AX542C,,114,2017-01-01T08:06:10.000
hanhui1000002,华AZI419,,113,2017-01-01T08:06:10.000
duxu1000009,华AT75H8,,83,2017-01-01T08:06:10.000
zouan1000007,华A58M83,,120,2017-01-01T08:06:12.000
xiexiao1000001,华AEB132,1,122,2017-01-01T08:06:14.000
likun1000003,华AVM936,1,137,2017-01-01T08:06:19.000
likun1000003,华AVM936,,120,2017-01-01T08:06:19.000
zouan1000007,华A58M83,,84,2017-01-01T08:06:20.000
haowei1000008,华A709GB,,108,2017-01-01T08:06:20.000
zengpeng1000000,华AZQ110,,77,2017-01-01T08:06:20.000
xiexiao1000001,华AEB132,,134,2017-01-01T08:06:20.000
shenxian1000004,华ADJ750,,79,2017-01-01T08:06:20.000
likun1000003,华AVM936,,82,2017-01-01T08:06:20.000
panxian1000005,华AX542C,,98,2017-01-01T08:06:20.000
