driverID,carPlateNumber,isOverspeed,Speed,speed_time
shenxian1000004,华ADJ750,,120,2017-01-06T08:17:13.000
shenxian1000004,华ADJ750,,111,2017-01-06T08:17:20.000
shenxian1000004,华ADJ750,,62,2017-01-06T08:17:30.000
shenxian1000004,华ADJ750,,76,2017-01-06T08:17:40.000
shenxian1000004,华ADJ750,,79,2017-01-06T08:17:50.000
shenxian1000004,华ADJ750,,84,2017-01-06T08:18:00.000
shenxian1000004,华ADJ750,,110,2017-01-06T08:18:10.000
shenxian1000004,华ADJ750,,64,2017-01-06T08:18:20.000
shenxian1000004,华ADJ750,,75,2017-01-06T08:18:30.000
shenxian1000004,华ADJ750,,116,2017-01-06T08:18:40.000
shenxian1000004,华ADJ750,,81,2017-01-06T08:18:50.000
shenxian1000004,华ADJ750,,63,2017-01-06T08:19:00.000
shenxian1000004,华ADJ750,,104,2017-01-06T08:19:10.000
shenxian1000004,华ADJ750,,102,2017-01-06T08:19:20.000
shenxian1000004,华ADJ750,,104,2017-01-06T08:19:30.000
shenxian1000004,华ADJ750,,90,2017-01-06T08:19:40.000
shenxian1000004,华ADJ750,,107,2017-01-06T08:19:50.000
shenxian1000004,华ADJ750,1,134,2017-01-06T08:19:54.000
shenxian1000004,华ADJ750,,141,2017-01-06T08:20:00.000
shenxian1000004,华ADJ750,,143,2017-01-06T08:20:10.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:20:17.000
shenxian1000004,华ADJ750,,106,2017-01-06T08:20:20.000
shenxian1000004,华ADJ750,,74,2017-01-06T08:20:30.000
shenxian1000004,华ADJ750,,110,2017-01-06T08:20:40.000
shenxian1000004,华ADJ750,,90,2017-01-06T08:20:48.000
shenxian1000004,华ADJ750,,82,2017-01-06T08:20:50.000
shenxian1000004,华ADJ750,,61,2017-01-06T08:20:56.000
shenxian1000004,华ADJ750,,97,2017-01-06T08:21:00.000
shenxian1000004,华ADJ750,,106,2017-01-06T08:21:10.000
shenxian1000004,华ADJ750,1,122,2017-01-06T08:21:14.000
shenxian1000004,华ADJ750,,124,2017-01-06T08:21:20.000
shenxian1000004,华ADJ750,,122,2017-01-06T08:21:30.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:21:35.000
shenxian1000004,华ADJ750,,92,2017-01-06T08:21:40.000
shenxian1000004,华ADJ750,,80,2017-01-06T08:21:50.000
shenxian1000004,华ADJ750,,95,2017-01-06T08:21:53.000
shenxian1000004,华ADJ750,,117,2017-01-06T08:21:53.000
shenxian1000004,华ADJ750,,94,2017-01-06T08:22:00.000
shenxian1000004,华ADJ750,,67,2017-01-06T08:22:10.000
shenxian1000004,华ADJ750,,94,2017-01-06T08:22:20.000
shenxian1000004,华ADJ750,,82,2017-01-06T08:22:30.000
shenxian1000004,华ADJ750,,107,2017-01-06T08:22:40.000
shenxian1000004,华ADJ750,,97,2017-01-06T08:22:50.000
shenxian1000004,华ADJ750,,83,2017-01-06T08:23:00.000
shenxian1000004,华ADJ750,1,132,2017-01-06T08:23:09.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:23:09.000
shenxian1000004,华ADJ750,,102,2017-01-06T08:23:10.000
shenxian1000004,华ADJ750,,88,2017-01-06T08:23:20.000
shenxian1000004,华ADJ750,,84,2017-01-06T08:23:30.000
shenxian1000004,华ADJ750,,106,2017-01-06T08:23:40.000
shenxian1000004,华ADJ750,,86,2017-01-06T08:23:50.000
shenxian1000004,华ADJ750,,88,2017-01-06T08:23:53.000
shenxian1000004,华ADJ750,,78,2017-01-06T08:24:00.000
shenxian1000004,华ADJ750,,62,2017-01-06T08:24:10.000
shenxian1000004,华ADJ750,,85,2017-01-06T08:24:20.000
shenxian1000004,华ADJ750,,65,2017-01-06T08:24:30.000
shenxian1000004,华ADJ750,1,138,2017-01-06T08:24:35.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:24:38.000
shenxian1000004,华ADJ750,,96,2017-01-06T08:24:40.000
shenxian1000004,华ADJ750,,70,2017-01-06T08:24:50.000
shenxian1000004,华ADJ750,,116,2017-01-06T08:25:00.000
shenxian1000004,华ADJ750,,70,2017-01-06T08:25:10.000
shenxian1000004,华ADJ750,,94,2017-01-06T08:25:20.000
shenxian1000004,华ADJ750,,69,2017-01-06T08:25:30.000
shenxian1000004,华ADJ750,1,128,2017-01-06T08:25:31.000
shenxian1000004,华ADJ750,,146,2017-01-06T08:25:40.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:25:42.000
shenxian1000004,华ADJ750,,109,2017-01-06T08:25:50.000
shenxian1000004,华ADJ750,,74,2017-01-06T08:26:00.000
shenxian1000004,华ADJ750,,104,2017-01-06T08:26:10.000
shenxian1000004,华ADJ750,1,133,2017-01-06T08:26:18.000
shenxian1000004,华ADJ750,,126,2017-01-06T08:26:20.000
shenxian1000004,华ADJ750,,131,2017-01-06T08:26:30.000
shenxian1000004,华ADJ750,,137,2017-01-06T08:26:40.000
shenxian1000004,华ADJ750,,127,2017-01-06T08:26:50.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:26:50.000
shenxian1000004,华ADJ750,,62,2017-01-06T08:27:00.000
shenxian1000004,华ADJ750,,65,2017-01-06T08:27:10.000
shenxian1000004,华ADJ750,,109,2017-01-06T08:27:20.000
shenxian1000004,华ADJ750,,96,2017-01-06T08:27:30.000
shenxian1000004,华ADJ750,,79,2017-01-06T08:27:40.000
shenxian1000004,华ADJ750,,91,2017-01-06T08:27:50.000
shenxian1000004,华ADJ750,,108,2017-01-06T08:28:00.000
shenxian1000004,华ADJ750,,93,2017-01-06T08:28:10.000
shenxian1000004,华ADJ750,,93,2017-01-06T08:28:20.000
shenxian1000004,华ADJ750,,119,2017-01-06T08:28:30.000
shenxian1000004,华ADJ750,1,135,2017-01-06T08:28:37.000
shenxian1000004,华ADJ750,,142,2017-01-06T08:28:40.000
shenxian1000004,华ADJ750,,142,2017-01-06T08:28:50.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:28:51.000
shenxian1000004,华ADJ750,,105,2017-01-06T08:29:00.000
shenxian1000004,华ADJ750,,112,2017-01-06T08:29:10.000
shenxian1000004,华ADJ750,,118,2017-01-06T08:29:20.000
shenxian1000004,华ADJ750,,106,2017-01-06T08:29:30.000
shenxian1000004,华ADJ750,,78,2017-01-06T08:29:40.000
shenxian1000004,华ADJ750,,73,2017-01-06T08:29:50.000
shenxian1000004,华ADJ750,,115,2017-01-06T08:30:00.000
shenxian1000004,华ADJ750,1,128,2017-01-06T08:30:00.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:30:10.000
shenxian1000004,华ADJ750,,147,2017-01-06T08:30:20.000
shenxian1000004,华ADJ750,,122,2017-01-06T08:30:30.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:30:30.000
shenxian1000004,华ADJ750,,80,2017-01-06T08:30:37.000
shenxian1000004,华ADJ750,,73,2017-01-06T08:30:40.000
shenxian1000004,华ADJ750,,94,2017-01-06T08:30:50.000
shenxian1000004,华ADJ750,,91,2017-01-06T08:31:00.000
shenxian1000004,华ADJ750,,84,2017-01-06T08:31:10.000
shenxian1000004,华ADJ750,,65,2017-01-06T08:31:20.000
shenxian1000004,华ADJ750,,81,2017-01-06T08:31:30.000
shenxian1000004,华ADJ750,,98,2017-01-06T08:31:40.000
shenxian1000004,华ADJ750,,69,2017-01-06T08:31:43.000
shenxian1000004,华ADJ750,,70,2017-01-06T08:31:50.000
shenxian1000004,华ADJ750,,88,2017-01-06T08:31:56.000
shenxian1000004,华ADJ750,,110,2017-01-06T08:32:00.000
shenxian1000004,华ADJ750,1,123,2017-01-06T08:32:02.000
shenxian1000004,华ADJ750,,137,2017-01-06T08:32:08.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:32:08.000
shenxian1000004,华ADJ750,1,122,2017-01-06T08:32:08.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:32:09.000
shenxian1000004,华ADJ750,,65,2017-01-06T08:32:10.000
shenxian1000004,华ADJ750,,89,2017-01-06T08:32:20.000
shenxian1000004,华ADJ750,,93,2017-01-06T08:32:30.000
shenxian1000004,华ADJ750,,64,2017-01-06T08:32:40.000
shenxian1000004,华ADJ750,,93,2017-01-06T08:32:47.000
shenxian1000004,华ADJ750,,104,2017-01-06T08:32:50.000
shenxian1000004,华ADJ750,,77,2017-01-06T08:33:00.000
shenxian1000004,华ADJ750,,103,2017-01-06T08:33:10.000
shenxian1000004,华ADJ750,,89,2017-01-06T08:33:13.000
shenxian1000004,华ADJ750,,95,2017-01-06T08:33:15.000
shenxian1000004,华ADJ750,,79,2017-01-06T08:33:20.000
shenxian1000004,华ADJ750,,90,2017-01-06T08:33:30.000
shenxian1000004,华ADJ750,,107,2017-01-06T08:33:40.000
shenxian1000004,华ADJ750,,88,2017-01-06T08:33:50.000
shenxian1000004,华ADJ750,,114,2017-01-06T08:34:00.000
shenxian1000004,华ADJ750,,102,2017-01-06T08:34:10.000
shenxian1000004,华ADJ750,,68,2017-01-06T08:34:20.000
shenxian1000004,华ADJ750,1,133,2017-01-06T08:34:28.000
shenxian1000004,华ADJ750,,122,2017-01-06T08:34:30.000
shenxian1000004,华ADJ750,,121,2017-01-06T08:34:40.000
shenxian1000004,华ADJ750,,138,2017-01-06T08:34:50.000
shenxian1000004,华ADJ750,,146,2017-01-06T08:35:00.000
shenxian1000004,华ADJ750,,140,2017-01-06T08:35:10.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:35:16.000
shenxian1000004,华ADJ750,,84,2017-01-06T08:35:20.000
shenxian1000004,华ADJ750,,89,2017-01-06T08:35:30.000
shenxian1000004,华ADJ750,,115,2017-01-06T08:35:40.000
shenxian1000004,华ADJ750,,110,2017-01-06T08:35:50.000
shenxian1000004,华ADJ750,,62,2017-01-06T08:36:00.000
shenxian1000004,华ADJ750,,106,2017-01-06T08:36:10.000
shenxian1000004,华ADJ750,,100,2017-01-06T08:36:20.000
shenxian1000004,华ADJ750,,115,2017-01-06T08:36:30.000
shenxian1000004,华ADJ750,,112,2017-01-06T08:36:40.000
shenxian1000004,华ADJ750,,101,2017-01-06T08:36:50.000
shenxian1000004,华ADJ750,,66,2017-01-06T08:37:00.000
shenxian1000004,华ADJ750,,103,2017-01-06T08:37:10.000
shenxian1000004,华ADJ750,,96,2017-01-06T08:37:20.000
shenxian1000004,华ADJ750,,102,2017-01-06T08:37:30.000
shenxian1000004,华ADJ750,,105,2017-01-06T08:37:40.000
shenxian1000004,华ADJ750,,66,2017-01-06T08:37:50.000
shenxian1000004,华ADJ750,,101,2017-01-06T08:38:00.000
shenxian1000004,华ADJ750,,111,2017-01-06T08:38:10.000
shenxian1000004,华ADJ750,,62,2017-01-06T08:38:20.000
shenxian1000004,华ADJ750,,94,2017-01-06T08:38:26.000
shenxian1000004,华ADJ750,,70,2017-01-06T08:38:30.000
shenxian1000004,华ADJ750,1,148,2017-01-06T08:38:30.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:38:32.000
shenxian1000004,华ADJ750,1,127,2017-01-06T08:38:36.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:38:36.000
shenxian1000004,华ADJ750,,105,2017-01-06T08:38:40.000
shenxian1000004,华ADJ750,,92,2017-01-06T08:38:50.000
shenxian1000004,华ADJ750,1,132,2017-01-06T08:38:50.000
shenxian1000004,华ADJ750,,149,2017-01-06T08:38:57.000
shenxian1000004,华ADJ750,,133,2017-01-06T08:38:57.000
shenxian1000004,华ADJ750,,149,2017-01-06T08:39:00.000
shenxian1000004,华ADJ750,,122,2017-01-06T08:39:10.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:39:17.000
shenxian1000004,华ADJ750,,115,2017-01-06T08:39:20.000
shenxian1000004,华ADJ750,,98,2017-01-06T08:39:30.000
shenxian1000004,华ADJ750,,96,2017-01-06T08:39:40.000
shenxian1000004,华ADJ750,,93,2017-01-06T08:39:50.000
shenxian1000004,华ADJ750,,98,2017-01-06T08:40:00.000
shenxian1000004,华ADJ750,,83,2017-01-06T08:40:10.000
shenxian1000004,华ADJ750,,85,2017-01-06T08:40:20.000
shenxian1000004,华ADJ750,,68,2017-01-06T08:40:30.000
shenxian1000004,华ADJ750,,71,2017-01-06T08:40:40.000
shenxian1000004,华ADJ750,,110,2017-01-06T08:40:50.000
shenxian1000004,华ADJ750,,62,2017-01-06T08:41:00.000
shenxian1000004,华ADJ750,,74,2017-01-06T08:41:10.000
shenxian1000004,华ADJ750,1,142,2017-01-06T08:41:17.000
shenxian1000004,华ADJ750,,130,2017-01-06T08:41:20.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:41:22.000
shenxian1000004,华ADJ750,,84,2017-01-06T08:41:30.000
shenxian1000004,华ADJ750,,98,2017-01-06T08:41:40.000
shenxian1000004,华ADJ750,,100,2017-01-06T08:41:50.000
shenxian1000004,华ADJ750,,106,2017-01-06T08:42:00.000
shenxian1000004,华ADJ750,,96,2017-01-06T08:42:10.000
shenxian1000004,华ADJ750,,115,2017-01-06T08:42:20.000
shenxian1000004,华ADJ750,,105,2017-01-06T08:42:30.000
shenxian1000004,华ADJ750,,109,2017-01-06T08:42:40.000
shenxian1000004,华ADJ750,,116,2017-01-06T08:42:50.000
shenxian1000004,华ADJ750,,67,2017-01-06T08:43:00.000
shenxian1000004,华ADJ750,,63,2017-01-06T08:43:10.000
shenxian1000004,华ADJ750,,85,2017-01-06T08:43:20.000
shenxian1000004,华ADJ750,,114,2017-01-06T08:43:30.000
shenxian1000004,华ADJ750,,97,2017-01-06T08:43:40.000
shenxian1000004,华ADJ750,,95,2017-01-06T08:43:50.000
shenxian1000004,华ADJ750,,72,2017-01-06T08:44:00.000
shenxian1000004,华ADJ750,,94,2017-01-06T08:44:10.000
shenxian1000004,华ADJ750,,77,2017-01-06T08:44:20.000
shenxian1000004,华ADJ750,,100,2017-01-06T08:44:30.000
shenxian1000004,华ADJ750,,62,2017-01-06T08:44:40.000
shenxian1000004,华ADJ750,,107,2017-01-06T08:44:44.000
shenxian1000004,华ADJ750,,93,2017-01-06T08:44:50.000
shenxian1000004,华ADJ750,,94,2017-01-06T08:45:00.000
shenxian1000004,华ADJ750,,102,2017-01-06T08:45:10.000
shenxian1000004,华ADJ750,,69,2017-01-06T08:45:20.000
shenxian1000004,华ADJ750,,64,2017-01-06T08:45:30.000
shenxian1000004,华ADJ750,1,128,2017-01-06T08:45:35.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:45:36.000
shenxian1000004,华ADJ750,,61,2017-01-06T08:45:38.000
shenxian1000004,华ADJ750,,96,2017-01-06T08:45:40.000
shenxian1000004,华ADJ750,,69,2017-01-06T08:45:50.000
shenxian1000004,华ADJ750,,117,2017-01-06T08:45:51.000
shenxian1000004,华ADJ750,,64,2017-01-06T08:46:00.000
shenxian1000004,华ADJ750,,60,2017-01-06T08:46:08.000
shenxian1000004,华ADJ750,,111,2017-01-06T08:46:10.000
shenxian1000004,华ADJ750,,114,2017-01-06T08:46:20.000
shenxian1000004,华ADJ750,,87,2017-01-06T08:46:30.000
shenxian1000004,华ADJ750,,95,2017-01-06T08:46:40.000
shenxian1000004,华ADJ750,,110,2017-01-06T08:46:50.000
shenxian1000004,华ADJ750,,113,2017-01-06T08:47:00.000
shenxian1000004,华ADJ750,,105,2017-01-06T08:47:10.000
shenxian1000004,华ADJ750,,63,2017-01-06T08:47:20.000
shenxian1000004,华ADJ750,,99,2017-01-06T08:47:30.000
shenxian1000004,华ADJ750,,60,2017-01-06T08:47:40.000
shenxian1000004,华ADJ750,,93,2017-01-06T08:47:50.000
shenxian1000004,华ADJ750,,66,2017-01-06T08:48:00.000
shenxian1000004,华ADJ750,,105,2017-01-06T08:48:10.000
shenxian1000004,华ADJ750,,79,2017-01-06T08:48:11.000
shenxian1000004,华ADJ750,,70,2017-01-06T08:48:20.000
shenxian1000004,华ADJ750,,2,2017-01-06T08:48:24.000
shenxian1000004,华ADJ750,,10,2017-01-06T08:48:29.000
shenxian1000004,华ADJ750,1,146,2017-01-06T08:48:29.000
shenxian1000004,华ADJ750,,129,2017-01-06T08:48:30.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:48:40.000
shenxian1000004,华ADJ750,,149,2017-01-06T08:48:50.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:48:55.000
shenxian1000004,华ADJ750,,85,2017-01-06T08:48:55.000
shenxian1000004,华ADJ750,,115,2017-01-06T08:49:00.000
shenxian1000004,华ADJ750,,91,2017-01-06T08:49:10.000
shenxian1000004,华ADJ750,,70,2017-01-06T08:49:20.000
shenxian1000004,华ADJ750,1,148,2017-01-06T08:49:23.000
shenxian1000004,华ADJ750,,148,2017-01-06T08:49:30.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:49:35.000
shenxian1000004,华ADJ750,,119,2017-01-06T08:49:40.000
shenxian1000004,华ADJ750,,99,2017-01-06T08:49:50.000
shenxian1000004,华ADJ750,,95,2017-01-06T08:50:00.000
shenxian1000004,华ADJ750,,98,2017-01-06T08:50:10.000
shenxian1000004,华ADJ750,,82,2017-01-06T08:50:20.000
shenxian1000004,华ADJ750,,75,2017-01-06T08:50:30.000
shenxian1000004,华ADJ750,,1,2017-01-06T08:50:37.000
shenxian1000004,华ADJ750,,11,2017-01-06T08:50:37.000
shenxian1000004,华ADJ750,,112,2017-01-06T08:50:40.000
shenxian1000004,华ADJ750,,106,2017-01-06T08:50:49.000
shenxian1000004,华ADJ750,,65,2017-01-06T08:50:50.000
shenxian1000004,华ADJ750,,68,2017-01-06T08:51:00.000
shenxian1000004,华ADJ750,,92,2017-01-06T08:51:10.000
shenxian1000004,华ADJ750,,106,2017-01-06T08:51:17.000
shenxian1000004,华ADJ750,,112,2017-01-06T08:51:20.000
shenxian1000004,华ADJ750,,96,2017-01-06T08:51:30.000
shenxian1000004,华ADJ750,,118,2017-01-06T08:51:40.000
shenxian1000004,华ADJ750,,97,2017-01-06T08:51:50.000
shenxian1000004,华ADJ750,,111,2017-01-06T08:52:00.000
shenxian1000004,华ADJ750,,84,2017-01-06T08:52:10.000
shenxian1000004,华ADJ750,,6,2017-01-06T08:52:19.000
shenxian1000004,华ADJ750,,1,2017-01-06T08:52:20.000
shenxian1000004,华ADJ750,,10,2017-01-06T08:52:25.000
shenxian1000004,华ADJ750,,87,2017-01-06T08:52:30.000
shenxian1000004,华ADJ750,,111,2017-01-06T08:52:36.000
shenxian1000004,华ADJ750,,4,2017-01-06T08:52:37.000
shenxian1000004,华ADJ750,,0,2017-01-06T08:52:40.000
shenxian1000004,华ADJ750,,4,2017-01-06T08:52:48.000
shenxian1000004,华ADJ750,,118,2017-01-06T08:52:50.000
shenxian1000004,华ADJ750,,1,2017-01-06T08:52:52.000
shenxian1000004,华ADJ750,,0,2017-01-06T08:53:00.000
shenxian1000004,华ADJ750,,10,2017-01-06T08:53:10.000
shenxian1000004,华ADJ750,,3,2017-01-06T08:53:11.000
shenxian1000004,华ADJ750,,61,2017-01-06T08:53:20.000
shenxian1000004,华ADJ750,,96,2017-01-06T08:53:30.000
shenxian1000004,华ADJ750,,63,2017-01-06T08:53:40.000
shenxian1000004,华ADJ750,1,148,2017-01-06T08:53:47.000
shenxian1000004,华ADJ750,,120,2017-01-06T08:53:47.000
shenxian1000004,华ADJ750,,75,2017-01-06T08:53:50.000
shenxian1000004,华ADJ750,,94,2017-01-06T08:54:00.000
